stateCode,districtName,policeStationName,contactNumber,email
BR,Katihar,Balrampur Police Station,9431822786,
BR,Kaimur,Mahila Police Station Bhabua,06189-224512 / 7677870009,
BR,Katihar,Barari Police Station,"6457 - 265638 , 9431822778",
BR,Katihar,Barsoi Police Station,"6451 - 220376 , 9431822784",
BR,Katihar,Dandkhora Police Station,9431822788,
BR,Katihar,Falka Police Station,"6457 - 267520 , 9431822782",
BR,Katihar,Kadwa Police Station,9431822878,
BR,Katihar,Korha Police Station,"6457 - 220620 , 9431822781",
BR,Katihar,Kusaila Police Station,"6457 - 268139 , 9431822783",
BR,Katihar,Mufassil Police Station,"6452 - 228764 , 9431822780",
BR,Katihar,Padma Police Station,6451 - 242466,
BR,Katihar,Pranpur Police Station,9431822779,
BR,Katihar,Ralutara Police Station,9431822791,
BR,Katihar,Manihari Police Station,"6452 - 254223 , 9431822776",
BR,Katihar,Town Police Station,"6452 - 242202 , 9431822775",
BR,Lakhisarai,Barahia Police Station,"6346 - 251030 , 9431822674",dm-lakhisarai.bih@nic.in
BR,Lakhisarai,Birupur Police Station,9431822676,sp-lakhisarai -bih@nic.in
BR,Lakhisarai,Chanan Police Station,9431822679,ddc-lakhisarai - bih@nic.in
BR,Lakhisarai,Halsi Police Station,"6346 - 264300 , 9431822672",
BR,Lakhisarai,Kajra Police Station,"6346 - 254205 , 9431822680",
BR,Lakhisarai,Karand Police Station,9431822676,
BR,Lakhisarai,Lakhisarai Police Station,"6346 - 232032 , 9431822671",
BR,Lakhisarai,Madni Chauki Police Station,"6346 - 244100 , 9431822681",
BR,Lakhisarai,Piaria Police Station,9431822679,
BR,Lakhisarai,Piribazar Police Station,"6346 - 254593 , 9431822678",
BR,Lakhisarai,Surygarha Police Station,"6346 - 242081 , 9431822673",
BR,Lakhisarai,Ratwara Police station,9431822764,
BR,Lakhisarai,Udakishanganj,"(6379 220004,  9431822767",
BR,Lakhisarai,Srinagar Hat,9431822762,
BR,Lakhisarai,Singheshwar,"(6376 283009,  9431822773",
BR,Katihar,Mansadi Police Station,9431822789,
BR,Madhubani,Aaoudi Police Station,6271 - 226142,dmmadhubani.bih@nic.in
BR,Madhubani,Andhramath Police Station,"6277 - 236484 , 9431822748",sp-madhubani - bih@nic.in
BR,Madhubani,Andhrathari Police Station,"6273 - 227321 , 9431822751",ddc-madhubani - bih@nic.in
BR,Madhubani,Arere Police Station,"6271 - 281622 , 9431822754",
BR,Madhubani,Babubarhi Police Station,"6273 - 287574 , 9431822741",
BR,Madhubani,Basopatti Police Station,"6246 - 279805 , 9431822744",
BR,Madhubani,Benipatti Police Station,"6271 - 222231 , 9431822734",
BR,Madhubani,Fulparas Police Station,"6277 - 272260 , 9431822746",
BR,Madhubani,Ghoghardiha Police Station,"6277 - 282990 , 9431822757",
BR,Madhubani,Harlakhi Police Station,"6271 - 226593 , 9431822736",
BR,Madhubani,Jainagar Police Station,"6246 - 222035 , 9431822742",
BR,Madhubani,Jhanjharpur Police Station,"6273 - 222214 , 9431822750",
BR,Madhubani,Kaluahi Police Station,"6273 - 257767 , 9431822760",
BR,Madhubani,Deodha Police Station,"6246 - 223587 , 9431822743",
BR,Madhubani,Khajauli Police Station,"6276 - 274384 , 9431822739",
BR,Madhubani,Khirhar Police Station,6271 - 285250,
BR,Madhubani,Bheja Police Station,"6273 - 228966 , 9431822759",
BR,Madhubani,Khutauna Police Station,"6277 - 286229 , 9431822756",
BR,Madhubani,Ladania Police Station,"6246 - 275160 , 9431822745",
BR,Madhubani,Lakhnaur Police Station,6273 - 223563,
BR,Madhubani,Lal Munia Police Station,6277 - 236775,
BR,Madhubani,Laukaha Police Station,"6277 - 287231 , 9431822747",
BR,Madhubani,Laukahi Police Station,"6277 - 233396 , 9431822749",
BR,Madhubani,Madhepur Police Station,"6273 - 283701 , 9431822752",
BR,Madhubani,Madhwapur Police Station,"6271 - 283338 , 9431822738",
BR,Madhubani,Pandaul Police Station,"6276 - 251472 , 9431822732",
BR,Madhubani,Patouna Police Station,6271 - 226197,
BR,Madhubani,Rahika Police Station,"6276 - 254243 , 9431822753",
BR,Madhubani,Sharghat Police Station,"6271 - 284780 , 9431822755",
BR,Madhubani,Srisopahi Police Station,6273 - 281574,
BR,Madhubani,Sakri Police Station,"6276 - 250564 , 9431822733",
BR,Madhubani,Vairavsthan Police Station,"6273 - 281582 , 9431822758",
BR,Munger,Asrarganj Police Station,9431822653,dm-munger.bih@nic.in
BR,Munger,Baryarpur Police Station,"6344 - 205103 , 9431822647",sp-munger-bih@nic.in
BR,Munger,Basudevpur Police Station,6344 - 220509,ddc-munger-bih@nic.in
BR,Munger,Dharhara Police Station,"6344 - 256111 , 9431822648",
BR,Munger,East Colony Police Station,9431822656,
BR,Munger,Harpur Police Station,9431822657,
BR,Munger,Jamalpur Police Station,"6344 - 243137 , 9431822649",
BR,Munger,Kasim Bazar Police Station,"6344 - 220518 , 9431822650",
BR,Munger,Kharagpur Police Station,"6342 - 252142 , 9431822654",
BR,Munger,Kotwali Police Station,"6344 - 222040 , 9431822645",
BR,Madhubani,Town Police Station,"6276 - 222204 , 9431822731",
BR,Munger,Mufassil Police Station,"6344 - 220508 , 9431822646",
BR,Madhubani,Vishfi Police Station,"6271 - 280450 , 9431822735",
BR,Munger,Naya Ramnagar Police Station,"6344 - 244786 , 9431822658",
BR,Munger,Sangrampur Police Station,"6342 - 256031 , 9431822655",
BR,Munger,ST SC Police Station,9431822651,
BR,Munger,Tarapur Police Station,"6342 - 256027 , 9431822652",
BR,Madhepura,Alam Nagar Police Station,"6479 - 272042 , 9431822765",dmmadhepura.bih@nic.in
BR,Madhepura,Bellar Sub Police Station,"6476 - 280220 , 9431822763",sp-madhepura - bih@nic.in
BR,Madhepura,Bihariganj Police Station,"6479 - 240007 , 9431822766",ddc-madhepura - bih@nic.in
BR,Madhepura,Kumarkhand Police Station,"6476 - 268293 , 9431822771",
BR,Madhepura,Gawalpara Sub Police Station,6479 - 287028,
BR,Madhepura,Madhepura Police Station,"6476 - 222031 , 9431822774",
BR,Madhepura,Murliganj Police Station,"6476 - 266433 , 9431822772",
BR,Madhepura,Chausa Police Station,"6479 - 273080 , 9431822770",
BR,Madhepura,Purainia Police Station,"6479 - 271070 , 9431822761",
BR,Madhepura,Ratwara Police Station,9431822764,
BR,Madhepura,Gamharia Police Station,"6476 - 281100 , 9431822768",
BR,Madhepura,Sinheshwar Police Station,"6476 - 283009 , 9431822773",
BR,Madhepura,Srinagar Hat Police Station,9431822762,
BR,Madhepura,Shankarpur Police Station,"6476 - 285309 , 9431822769",
BR,Madhepura,Udakishanganj Police Station,"6479 - 220004 , 9431822767",
BR,Muzaffarpur,Adhyogik Police Station,9431822364,dmmuzaffarpur.bih@nic.in
BR,Muzaffarpur,Ahiapur Police Station,"621 - 2230465 , 9431822355",sp-muzaffarpur- bih@nic.in
BR,Muzaffarpur,Athauri Police Station,9431822358,ddc-muzaffarpurbih@nic.in
BR,Muzaffarpur,Aurai Police Station,"621 - 2298666 , 9431822340",
BR,Muzaffarpur,Bochha Police Station,"621 - 2817322 , 9431822361",
BR,Muzaffarpur,Brahmpura Police Station,"621 - 2261669 , 9431822351",
BR,Muzaffarpur,Deoria Police Station,"6223 - 236554 , 9431822346",
BR,Muzaffarpur,Gaighat Police Station,"621 - 2825587 , 9431822341",
BR,Muzaffarpur,Hazi Mohammadpur Police Station,"621 - 2245139 , 9431822337",
BR,Muzaffarpur,Jaitpur Police Station,6223 - 235839,
BR,Muzaffarpur,Kanti Police Station,"6223 - 266829 , 9431822350",
BR,Muzaffarpur,Karajar Police Station,"6223 - 252128 , 9431822356",
BR,Muzaffarpur,Kathaiya Police Station,"6223 - 245287 , 9431822363",
BR,Muzaffarpur,Katra Police Station,9431822340,
BR,Muzaffarpur,Kurhani Police Station,"621 - 2815957 , 9431822343",
BR,Muzaffarpur,Maniyari Police Station,9431822357,
BR,Muzaffarpur,Minapur Police Station,"621 - 2296222 , 9431822344",
BR,Muzaffarpur,Mithanpura Police Station,"621 - 2285573 , 9431822352",
BR,Muzaffarpur,Motipur Police Station,"6223 - 233522 , 9431822362",
BR,Muzaffarpur,Mushahari Police Station,"621 - 2284241 , 9431822359",
BR,Muzaffarpur,Baruraj Police Station,"6223 - 233523 , 9431822349",
BR,Muzaffarpur,PIR Muzaffarpur,621 - 2216275,
BR,Muzaffarpur,Paru Police Station,9431822345,
BR,Muzaffarpur,Piyar Police Station,9431822357,
BR,Muzaffarpur,Sadar Police Station,"621 - 2255107 , 9431822342",
BR,Muzaffarpur,Sadar Police Station,621 - 2255107,
BR,Muzaffarpur,Sahebganj Police Station,"6223 - 274246 , 9431822348",
BR,Muzaffarpur,Sakara Police Station,"621 - 2290400 , 9431822338",
BR,Muzaffarpur,Saraiya Police Station,"6223 - 255595 , 9431822347",
BR,Muzaffarpur,Siwaipatti Police Station,9431822360,
BR,Nalanda,Asthawan Police Station,"6112 - 248228 , 9431822170",dm-nalanda.bih@nic.in
BR,Muzaffarpur,Vishwavidyalaya Police Station,9431822353,
BR,Nalanda,Bena Police Station,"6112 - 287888 , 9431822189",ddc-nalanda -bih@nic.in
BR,Nalanda,Augari Police Station,9431822193,sp-nalanda -bih@nic.in
BR,Muzaffarpur,Town Police Station,"621 - 2245252 , 9431822336",
BR,Nalanda,Bind Police Station,9431822171,
BR,Nalanda,Biharsharif Police Station,"6112 - 235217 , 9431822167",
BR,Nalanda,Chandi Police Station,"6111 - 273327 , 9431822183",
BR,Nalanda,Dipna Nagar Police Station,"6112 - 286522 , 9431822191",
BR,Nalanda,Ekangarsarai Police Station,"6111 - 264023 , 9431822115",
BR,Nalanda,Giryak Police Station,"6112 - 288143 , 9431822179",
BR,Nalanda,Harnaut Police Station,"6112 - 276230 , 9431822175",
BR,Nalanda,Hilsa Police Station,"6111 - 252224 , 9431822181",
BR,Nalanda,Ishlampur Police Station,"6111 - 257027 , 9431822184",
BR,Nalanda,Karai Parsurai Police Station,"6111 - 611088 , 9431822182",
BR,Nalanda,Khudaganj Police Station,"6111 - 249100 , 9431822197",
BR,Nalanda,Lehri Police Station,"6112 - 225218 , 9431822188",
BR,Nalanda,Manpu Police Station,9431822180,
BR,Nalanda,Murarpur Police Station,9431822169,
BR,Nalanda,Nagar Nausa Police Station,9431822192,
BR,Nalanda,Nalanda Police Station,6112 - 281827,
BR,Nalanda,Nanand Police Station,9431822195,
BR,Nalanda,Noorsarai Police Station,6112 - 242628,
BR,Nalanda,Parwalpur Police Station,"6111 - 259747 , 9431822186",
BR,Nalanda,Rahui Police Station,"6112 - 246139 , 9431822174",
BR,Nalanda,Rajgir Mifassir Police Station,9431822177,
BR,Nalanda,Sarmera Police Station,"6112 - 266479 , 9431822172",
BR,Nalanda,Rajgir Police Station,"6112 - 255228 , 9431822176",
BR,Nalanda,SC ST Police Station,9431822168,
BR,Nalanda,Sohsarai Police Station,"6112 - 225241 , 9431822194",
BR,Nalanda,Silao Police Station,"6112 - 256632 , 9731822178",
BR,Nalanda,Telhara Police Station,9431822187,
BR,Nalanda,Katrisarai Police Station,6112 - 289400,
BR,Nalanda,Telma Police Station,9431822190,
BR,Nalanda,Tharthari Police Station,9431822196,
BR,Nawada,Akbarpur Police Station,"6324 - 261235 , 9431822285",dm-nawadah.bih@nic.in
BR,Nawada,Bundelkhand Police Station,6324 - 215260,sp-nawadah -bih@nic.in
BR,Nawada,Dhamil Police Station,"6325 - 255195 , 9431822288",ddc-nawadah -bih@nic.in
BR,Nawada,Govindpur Police Station,"6336 - 238602 , 9431822284",
BR,Nawada,Hisua Police Station,"6324 - 264099 , 9431822275",
BR,Nawada,Kauwakol Police Station,"6325 - 241152 , 9431822281",
BR,Nawada,Kashichak Police Station,"6324 - 271099 , 9431822279",
BR,Nawada,Mufassil Police Station,"6324 - 212361 , 9431822286",
BR,Nawada,Narhat Police Station,"6336 - 263735 , 9431822277",
BR,Nawada,Pakribarawan Police Station,"6325 - 228720 , 9431822280",
BR,Nawada,Nardiganj Police Station,"6324 - 266162 , 9431822276",
BR,Nawada,Maskaur Police Station,"6324 - 267090 , 9431822291",
BR,Nawada,Roh Police Station,9431822287,
BR,Nawada,Rajauli Police Station,"6336 - 233100 , 9431822282",
BR,Nawada,Rupo Police Station,"6325 - 255196 , 9431822290",
BR,Nawada,Sirdalla Police Station,"6336 - 231095 , 9431822283",
BR,Nawada,Sitamarhi Police Station,6324 - 251460,
BR,Nawada,Sitamarhi Police Station,9431822289,
BR,Nawada,Warsaliganj Police Station,"6324 - 273050 , 9431822278",
BR,Nawada,Town Police Station,"6324 - 212239 , 9431822274",
BR,Patna,Agamkuan Police Station,"612 - 2350184 , 9431822107",dm-patna.bih@nic.in
BR,Patna,Alamganj Police Station,"612 - 2631829 , 9431822149",ddc-patna -bih@nic.in
BR,Patna,Bahadurpur Police Station,-9431822118,
BR,Patna,Bakhtiyarpur Police Station,"6132 - 226226 , 9431822143",
BR,Patna,Barh Police Station,"6132 - 242203 , 9431822144",
BR,Patna,Akilpur Police Station,9431822105,"spcity-patna -bih@nic.in , sprural -patna - bih@nic.in, ssp-patna -bih@nic.in, sp-rlypat -bih@nic.in"
BR,Patna,Belchi Police Station,"6112 - 260540 , 9431822106",
BR,Patna,Beur Police Station,,
BR,Patna,Bhadaur Police Station,9431822142,
BR,Patna,Bhagwanganj Police Station,"612 - 2614436 , 9431822123",
BR,Patna,Bihta Police Station,"6115 - 252228 , 9431822137",
BR,Patna,Bikram Police Station,"6135 - 225322 , 9431822134",
BR,Patna,Buddha Colony Police Station,"612 - 2533606 , 9431822163",
BR,Patna,Bypass Police Station,9431476729,
BR,Patna,Chowk Police Station,"612 - 2641831 , 9431822151",
BR,Patna,Danapur Police Station,"6115 - 227231 , 9431822129",
BR,Patna,Daniyawan Police Station,9431822145,
BR,Patna,Dhanarua Police Station,"612 - 2484153 , 9431822131",
BR,Patna,Athmalgola Police Station,"6132 - 250706 , 9431822114",
BR,Patna,Digha Police Station,612 - 2560528,
BR,Patna,Dulhin Bazar Police Station,9431822110,
BR,Patna,Fatua Police Station,"612 - 2440207 , 9431822147",
BR,Patna,Didarganj Police Station,"612 - 2641155 , 9431822115",
BR,Patna,Gandhi Maidan Police Station,"612 - 2673519 , 9431822165",
BR,Patna,Gardanibag Police Station,"612 - 2242553 , 9431822162",
BR,Patna,Ghoswari Police Station,"6132 - 238316 , 9431822126",
BR,Patna,Gaurichak Police Station,9431822118,
BR,Patna,Gopalpur Police Station,"612 - 2494068 , 9431822140",
BR,Patna,Harijan Police Station,9934224476,
BR,Patna,Hathidah Police Station,"6132 - 262224 , 9431822140",
BR,Patna,Hawai Addah Police Station,,
BR,Patna,Janipur Police Station,"612 - 2452370 , 9431822108",
BR,Patna,Jakkanpur Police Station,"612 - 2222802 , 9431822159",
BR,Patna,Khagaul Police Station,"6115 - 23420 , 9431822138",
BR,Patna,Khajekala Police Station,"612 - 2641830 , 9431822148",
BR,Patna,Khusrupur Police Station,"612 - 2416668 , 9431822146",
BR,Patna,Khirimore Police Station,9431822104,
BR,Patna,Kotwali Police Station,"612 - 2223353 , 9431822166",
BR,Patna,Malsalami Police Station,"612 - 2616832 , 9431822151",
BR,Patna,Maner Police Station,"6115 - 286250 , 9431822136",
BR,Patna,Maranchi Police Station,9431822125,
BR,Patna,Masaudhi Police Station,"612 - 2434233 , 9431822132",
BR,Patna,Mehandiganj Police Station,9431822116,
BR,Patna,Musalahpur Police Station,9431822117,
BR,Patna,Mokameh Police Station,"6132 - 232334 , 9431822141",
BR,Patna,Kankarbag Police Station,"612 - 2352563 , 9431822153",
BR,Patna,Naubatpur Police Station,"6135 - 266233 , 9431822135",
BR,Patna,Paliganj Police Station,"6135 - 277235 , 9431822128",
BR,Patna,NTPC Police Station,,
BR,Patna,Kadam Kuan Police Station,"612 - 2672003 , 9431822160",
BR,Patna,Panchmahla Police Station,9431822113,
BR,Patna,Panchrukhia Police Station,,
BR,Patna,Patliputra Police Station,"612 - 2262234 , 9431822157",
BR,Patna,Patrakar Nagar Police Station,"612 - 2353756 , 9431822120",
BR,Patna,Phulwarisharif Police Station,"612 - 2556346 , 9431822155",
BR,Patna,Pipra Police Station,9431822122,
BR,Patna,Pitwas Police Station,9431822102,
BR,Patna,Pirbahor Police Station,"612 - 2671966 , 9431822156",
BR,Patna,Parsa Bazar Police Station,"612 - 2477875 , 9431822109",
BR,Patna,Rajeev Nagar Police Station,9431820408,
BR,Patna,Punpun Police Station,"612 - 2477222 , 9431822130",
BR,Patna,Ramkrishna Nagar Police Station,94700-01385,
BR,Patna,Rania Talab Police Station,9431822112,
BR,Patna,Rupaspur Police Station,9431820409,
BR,Patna,Pandarak Police Station,"6132 - 222810 , 9431822139",
BR,Patna,Sachivalaya Police Station,"612 - 2222971 , 9431822161",
BR,Patna,Shaksohra Police Station,9431822124,
BR,Patna,Sharpur Police Station,612 - 2421336,
BR,Patna,Shahpur Police Station,"6115 - 221336 , 9431822112",
BR,Patna,Shastrinagar Police Station,"612 - 2282966 , 9431822121",
BR,Patna,Sigaudi Police Station,9431822133,
BR,Patna,Sri Krishna Puri Police Station,"612 - 2540116 , 9431822164",
BR,Patna,Sultanganj Police Station,"612 - 2671503 , 9431822150",
BR,Patna,Saligpur Police Station,,
BR,Purnia,Amaur Police Station,"6454 - 252392 , 9431822580",dm-purnea.bih@nic.in
BR,Purnia,Banmankhi Police Station,"6467 - 226244 , 9431822573",ddc-purnea -bih@nic.in
BR,Purnia,Barhara Kothi Police Station,"6462 - 233198 , 9431822572",
BR,Purnia,Bhavanipur Police Station,"6462 - 237399 , 9431822574",
BR,Purnia,Dagarua Police Station,6454 - 251401,
BR,Purnia,Dhabaisi Police Station,9431822577,
BR,Purnia,Dhamdaha Police Station,"6462 - 220299 , 9431822576",
BR,Purnia,Jalalgarh Police Station,"6454 - 255200 , 9431822571",
BR,Purnia,Jankinagar Police Station,"6467 - 246830 , 9431822568",
BR,Purnia,Kasba Police Station,"6454 - 258321 , 9431822579",
BR,Patna,Shahjahanpur Police Station,9431822127,
BR,Purnia,Khajanchi Hat Police Station,"6454 - 242529 , 9431822581",
BR,Purnia,Angarh Police Station,9431822566,sp-purnea -bih@nic.in
BR,Purnia,Krityanand Nagar Police Station,9431822582,
BR,Purnia,Mirganj Police Station,"6462 - 234199 , 9431822570",
BR,Purnia,Rupauli Police Station,"6462 - 232199 , 9431822575",
BR,Purnia,Rauta Police Station,"6454 - 252400 , 9431822578",
BR,Rohtas,Agarer Police Station,9431822824,dm-rohtas.bih@nic.in
BR,Rohtas,Akohigola Police Station,6184 - 262126,sp-rohtas-bih@nic.in
BR,Rohtas,Amar Kotha Police Station,9431822809,ddc-rohtas-bih@nic.in
BR,Purnia,Sarsi Police Station,"6467 - 244202 , 9431822567",
BR,Rohtas,Bikramganj Police Station,"6185 - 222524 , 9431822815",
BR,Rohtas,Chenari Police Station,6.18494E+13,
BR,Rohtas,Chutia Police Station,9431822829,
BR,Purnia,Sadar Police Station,"6454 - 242794 , 9431822583",
BR,Purnia,Tikamahi Police Station,9431822569,
BR,Rohtas,Darihat Police Station,"6184 - 265217 , 9431822820",
BR,Rohtas,Dawat Police Station,"6185 - 249442 , 9431822817",
BR,Rohtas,Kachhawan Police Station,9431822823,
BR,Rohtas,Karakat Police Station,"6185 - 231032 , 9431822816",
BR,Rohtas,Dinara Police Station,"6185 - 242445 , 9431822819",
BR,Rohtas,Kargah Police Station,"6185 - 266688 , 9431822812",
BR,Rohtas,Kochas Police Station,"6184 - 277655 , 9431822821",
BR,Rohtas,Nasirganj Police Station,"6185 - 232328 , 9431822807",
BR,Rohtas,Natwar Police Station,"6184 - 246414 , 9431822830",
BR,Rohtas,Nauhatta Police Station,"6188 - 225001 , 9431822806",
BR,Rohtas,Dehri Muffasil Police Station,9431822802,
BR,Rohtas,Dehri Town Police Station,"6184 - 250020 , 9431822822",
BR,Rohtas,Nokha Police Station,"6184 - 273410 , 9431822818",
BR,Rohtas,Rajpur Police Station,"6184 - 241339 , 9431822808",
BR,Rohtas,Sasaram Police Station,9431822810,
BR,Rohtas,SC ST Police Station,9431822803,
BR,Rohtas,Rohtas Police Station,"6188 - 233519 , 9431822805",
BR,Rohtas,Shivsagar Police Station,"6184 - 276540 , 9431822813",
BR,Rohtas,Suryapur Police Station,9431822827,
BR,Rohtas,Tilauthu Police Station,9431822804,
BR,Rohtas,Town Police Station,"6184 - 222133 , 9431822805",
BR,Rohtas,Sasaram Muffasil Police Station,9431822811,
BR,Rohtas,Sanjhauli Police Station,"6184 - 245512 , 9431822826",
BR,Saharsa,Mahishi Police Station,9431822543,
BR,Saharsa,Nauhatta Police Station,9431822542,
BR,Saharsa,Bathnahi Police Station,9431822547,sp-saharsa -bih@nic.in
BR,Saharsa,Bangaon Police Station,"6478 - 232847 , 9431822540",dm-saharsa.bih@nic.in
BR,Saharsa,Salakhua Police Station,9431822545,
BR,Saharsa,Saur Bazar Police Station,"6478 - 256123 , 9431822546",
BR,Saharsa,Simri Bakhtiarpur Police Station,"6475 - 223390 , 9431822544",
BR,Saharsa,Sonbarsa Raj Police Station,"6475 - 240110 , 9431822541",
BR,Saharsa,Bihra Police Station,"6475 - 282205 , 9431822539",ddc-saharsa -bih@nic.in
BR,Saharsa,Town Police Station,"6478 - 223492 , 9431822538",
BR,Samastipur,Dalsinghsarai Police Station,"6278 - 222107 , 9431822518",
BR,Samastipur,Hasanpur Police Station,"6275 - 258665 , 9431822522",
BR,Samastipur,Hathauri Police Station,9431822521,
BR,Samastipur,Kalyanpur Police Station,"6274 - 284288 , 9431822516",
BR,Samastipur,Bibhutipur Police Station,"6275 - 260359 , 9431822524",sp-samastipurbih@nic.in
BR,Samastipur,Khanpur Police Station,"6274 - 273205 , 9431822529",
BR,Samastipur,Mau Bazaar Police Station,9431822532,
BR,Samastipur,Bangaon Police Station,"6275 - 275595 , 9431822531",dmsamastipur.bih@nic.in
BR,Samastipur,Bithan Police Station,"6275 - 252301 , 9431822534",ddc-samastipurbih@nic.in
BR,Samastipur,Pusa Police Station,"6274 - 240203 , 9431822514",
BR,Samastipur,Rusera Police Station,"6275 - 222225 , 9431822537",
BR,Samastipur,Sahpur Patori Police Station,"6278 - 234522 , 9431822520",
BR,Samastipur,Mushrigharari Police Station,"6274 - 246341 , 9431822533",
BR,Samastipur,Sarai Ranjan Police Station,"6278 - 287317 , 9431822526",
BR,Samastipur,SC ST Police Station,9431822512,
BR,Samastipur,Shivaji Nagar Police Station,6275 - 287553,
BR,Samastipur,Singhia Police Station,"6275 - 285502 , 9431822523",
BR,Samastipur,Tajpur Police Station,"6274 - 282488 , 9431822513",
BR,Samastipur,Thathi Police Station,9431822527,
BR,Samastipur,Town Police Station,"6274 - 222533 , 9431822511",
BR,Samastipur,Ujairpur Police Station,"6278 - 288243 , 9431822517",
BR,Samastipur,Mohiuddin Nagar Police Station,"6278 - 226705 , 9431822519",
BR,Samastipur,Vidyapati Nagar Police Station,6278 - 227091,
BR,Samastipur,Warish Nagar Police Station,"6274 - 265003 , 9431822515",
BR,Samastipur,Mufassil Police Station,"6274 - 224851 , 9431822536",
BR,Samastipur,Tajpur Hat Police Station,9431822528,
BR,Sheohar,Purnahia Police Station,"6222 - 264355 , 9431822852",
BR,Sheohar,Sheohar,"6222 - 263488 , 9431822855",
BR,Sheohar,Sheohar Police Station,"6222 - 257220 , 9431822856",
BR,Sheohar,Tariyani Police Station,"6222 - 261467 , 9431822852",
BR,Sheohar,Shyampur Bhatha Police Station,"6222 - 262345 , 9431822853",
BR,Sheikhpura,Barbigha Police Station,"6341 - 236061 , 9431822684",sp-sheikhpura - bih@nic.in
BR,Sheikhpura,Chebara Police Station,"6341 - 268530 , 9431822687",dc-sheikhpura - bih@nic.in
BR,Sheikhpura,Jayrampur Morh Police Station,"6341 - 251088 , 9431822688",
BR,Sheikhpura,Karande Police Station,9431822689,
BR,Sheikhpura,Korma Police Station,9431822686,
BR,Sheikhpura,Mehus Police Station,6341 - 248140,
BR,Sheikhpura,Naihal Police Station,9431822690,
BR,Sheikhpura,Sheikhopur Sarai Police Station,"6341 - 258115 , 9431822685",
BR,Sheikhpura,Sheikhpura Police Station,"6341 - 223226 , 9431822682",
BR,Saran,Amanaur Police Station,9431822438,dm-saran.bih@nic.in
BR,Saran,AvatarNagar Police Station,9431822427,sp-saran -bih@nic.in
BR,Saran,Bedhani Bazar Police Station,9431822426,
BR,Saran,Baniapur Police Station,9431822444,ddc-saran -bih@nic.in
BR,Saran,Bhagwan Bazar Police Station,"6152 - 232181 , 9431822449",
BR,Saran,Bheldi Police Station,9431822424,
BR,Saran,Dariapur Police Station,9431822428,
BR,Saran,Daudpur Police Station,9431822443,
BR,Saran,Digwara Police Station,"6158 - 281233 , 9431822430",
BR,Sheikhpura,Sheikhpura,"6341 - 247140 , 9431822683",dmsheikhpura.bih@nic.in
BR,Saran,Doriganj Police Station,"6152 - 273824 , 9431822448",
BR,Saran,Ekma Police Station,"6155 - 231222 , 9431822442",
BR,Saran,Garkha Police Station,9431822437,
BR,Saran,Isuapur Police Station,9431822432,
BR,Saran,Jalalpur Police Station,9431822445,
BR,Saran,Khaira Police Station,9431822423,
BR,Saran,Kopa Police Station,9431822446,
BR,Saran,Marhaura Police Station,"6159 - 231241 , 9431822439",
BR,Saran,Mashrakh Police Station,"6159 - 274221 , 9431822434",
BR,Saran,Mufassil Police Station,"6152 - 232088 , 9431822450",
BR,Saran,Nayagaon Police Station,"6158 - 277389 , 9431822422",
BR,Saran,Manjhi Police Station,"6155 - 272375 , 9431822441",
BR,Saran,Panapur Police Station,9431822432,
BR,Saran,Parsauni Police Station,9431822436,
BR,Saran,Rasulpur Police Station,9431822440,
BR,Saran,Rivilganj Police Station,6152 - 271468,
BR,Saran,Sahajitpur Police Station,9431822425,
BR,Saran,Maker Police Station,9431822435,
BR,Saran,Sonepur Police Station,"6158 - 222226 , 9431822431",
BR,Saran,Taraiya Police Station,9431822433,
BR,Saran,Town Police Station,"6152 - 232008 , 9431822451",
BR,Sitamarhi,Bajpatti Police Station,"6228 - 272295 , 9431822382",dm-sitamarhi.bih@nic.in
BR,Sitamarhi,Bargainia Police Station,"6226 - 282242 , 9431822367",sp-sitamarhi -bih@nic.in
BR,Sitamarhi,Bathnaha Police Station,"6226 - 278227 , 9431822376",ddc-sitamarhi - bih@nic.in
BR,Sitamarhi,Bela Police Station,"6226 - 284292 , 9431822372",
BR,Sitamarhi,Dumra Police Station,"6226 - 250489 , 9431822379",
BR,Sitamarhi,Kanhauli Police Station,"6226 - 249350 , 9431822378",
BR,Sitamarhi,Majorganj Police Station,"6226 - 275422 , 9431822368",
BR,Sitamarhi,Naanpur Police Station,"6228 - 282444 , 9431822357",
BR,Sitamarhi,Parihar Police Station,"6226 - 283576 , 9431822380",
BR,Sitamarhi,Parsauni Police Station,"6226 - 269227 , 9431822377",
BR,Sitamarhi,Riga Police Station,"6226 - 285577 , 9431822369",
BR,Sitamarhi,Pupri Police Station,"6228 - 224257 , 9431822374",
BR,Sitamarhi,Runi Saidpur Police Station,"6226 - 286311 , 9431822366",
BR,Sitamarhi,Sahiyara Police Station,"6226 - 247349 , 9431822382",
BR,Sitamarhi,Sonvarsha Police Station,"6226 - 283576 , 9431822380",
BR,Sitamarhi,Sitamarhi Police Station,"6226 - 250253 , 9431822365",
BR,Sitamarhi,Sursand Police Station,"6228 - 289223 , 9431822371",
BR,Supaul,Balua Bazar Police Station,6471 - 284075,dm-supaul.bih@nic.in
BR,Supaul,Barauna Police Station,6277 - 236371,sp-supaul -bih@nic.in
BR,Supaul,Bhaptaihai Police Station,"6473 - 265097 , 9431822552",ddc-supaul -bih@nic.in
BR,Supaul,Bhimpur Police Station,"6477 - 242137 , 9431822555",
